letter,question,answer
خ,"من هي أول من آمن من النساء؟","خديجة بنت خويلد"
خ,"ما هي وحدة البناء الأساسية في جسم الإنسان؟","الخلية"
خ,"ما هو اسم بيت الأرنب؟","خرق"
خ,"ما هو صوت البقرة؟","خوار"
د,"ما هي عاصمة البن الخولاني السعودي؟","محافظة الدائر بني مالك"
د,"ما اسم الواحة والبلدة السعودية الهامة التي جرى فيها التحكيم بعد معركة صفين؟","دومة الجندل."
د,"أكمل المثل الشعبي: كل عود فيه ...","دخان"
د,"من الزواحف المنقرضة؟","ديناصور"
د,"ما هو الشيء الذي ليس له بداية وليس له نهاية؟","الدائرة"
د,"من هو النبي الذي أنزل عليه الزبور؟","داود عليه السلام"
د,"ما هو ليل شديد الظلمة؟","ديجور"
د,"من هو النبي الذي كانت تسبح معه الجبال؟","داوود"
د,"حيوان ذكي يتميز بحاسة شم قوية تعوضه عن ضعف البصر؟","الدب القطبي"
د,"حيوان بحري يصنف من الثدييات","دلفين"
د,"ما الحيوان القارت الذي يستطيع أكل العسل ويتسلق الأشجار ويعدّ من الثدييات؟","دب"
د,"من هو الصحابي الذي كان جبريل ينزل على هيئته؟","دحية بن خليفة الكلبي"
د,"ما هي أقدم عاصمة عربية؟","دمشق"
د,"من هو النبي الذي سخر الله له الجبال؟","داود"
د,"ماذا يطلق على الصوت الشديد والّذي ينتج عن انفجار أو رعد أو نحوه؟","دوي"
د,"ما عاصمة تنزانيا الرسمية التي كانت قديمًا تُسمَّى ""مزامبيا""؟","دار السلام"
د,"ما الثديي المائي الذي يتنفس من فتحة أعلى رأسه ويتميّز بذكائه العالي؟","دلفين"
د,"أين تم اكتشاف أول بئر نفط في السعودية؟","بئر الدمام"
د,"ماذا تسمى العين الواسعة شديدة البياض أو السواد؟","دعجاء"
د,"ما الشكل الهندسي الذي لا يحتوي على زوايا؟","دائرة"
د,"من هو الشخص النبيل الذي يحكم الدوقية وتاريخياً هو أقل رتبة من الملك؟","دوق"
د,"ماهي عاصمة أيرلندا؟","دبلن"
د,"من هو مخترع أول فأرة كمبيوتر؟","دوغلاس إنجلبارت"
د,"ما هو الهرمون المسؤول عن السعادة؟","الدوبامين"
د,"ما أكثر الكائنات الحية عدداً فوق كوكبنا؟","ديدان"
د,"تعد من طرق التكاثر في النبات ومن أشهر أمثلتها البطاطس فماذا تسمى؟","الدرنات"
د,"قوات مشتركة مؤلفة من جيوش دول الخليج تهدف إلى حماية أمن واستقرار دول المجلس","درع الجزيرة"
د,"من هو الملقب بـ أبو اليقظان؟","الديك"
د,"أكلة حلوة تشتهر بفتحة دائرية في المنتصف؟","دونات"
د,"من هو آخر نبي يُدفَن؟","دانيال"
د,"كتلة من سائل أو غاز تتحرك بحركة دائرية وتكثر في الأنهار والبحار تبدأ بحرف الدال","دوامة"
د,"من اللاعب الإنجليزي الذي لعب مع ريال مدريد؟","ديفيد بيكهام"
د,"ما المصطلح الإسلامي الذي يعني تبليغ رسالة الإسلام للناس كافة؟","دعوة"
د,"ما هي العاصمة التي تلقب بالفيحاء أو مدينة الياسمين؟","دمشق"
د,"ما هو تعريف الصلاة في اللغة؟","الدعاء"
د,"هي لعبة فيديو قصصية تتناول أحداث المستقبل بعد احتلال العالم من قبل الروبوتات وكيف تطورت هذه الأجهزة حتى أصبحت تبدو كما يبدو شكل الإنسان وتشعر بما يشعر به الإنسان تماماً","ديترويت"
د,"من هو أكثر ممثل حقق جائزة الأوسكار؟","دانيال دي لويس"
د,"من مرادفات كلمة (مرض)","داء"
د,"ما هو صوت النمل؟","دبيب"
د,"ما هو العضو الذي يقع في الرأس ويتحكم في جميع وظائف الجسم؟","الدماغ"
د,"من أذكى المخلوقات البحرية؟","دلفين"
د,"ما هي عاصمة أيرلندا؟","دبلن"
د,"ما هو الاسم العلمي لمرض السل؟","الدرن"
د,"ماذا تسمى عملية تحويل جلد الحيوان بعد سلخه إلى منتج مفيد؟","الدباغة"
د,"يخرج من العلبة ويمشي على السير وياكل ويشرب وان غدا مايدلي يأذن ويدعي طالب الخير للخير لكن معنا مانشوفه يصلي","الديك"
د,"من هو النبي الذي قتل جالوت؟","داوود"
د,"من هو اللاعب الذي لعب بجانب كريستيانو رونالدو، ميسي، نيمار، راموس، وأشرف حكيمي؟","دي ماريا"
د,"ما هي المركبة الضخمة التي تتمتع بقدرات عالية على المناورة والمشي على أصعب التضاريس وتستخدم في الحروب والمعارك؟","دبابة"
د,"ما الحشرة التي تنتج الحرير الطبيعي وتشتهر في صناعة الأقمشة الفاخرة؟","دودة القز"
د,"حيوان ينام وعيونه مفتوحة؟","الدلفين"
د,"ما هي الجوهرة والدرة الثمينة، كما أنها حبة اللؤلؤ؟","الدانه"
د,"ما اسم الكتاب الذي ألفه ابن خلدون ويُعتبر من أهم كتب التاريخ؟","دواوين التاريخ"
د,"هو عالم طبيعي وأحيائي وجيولوجي بريطاني وأهم نظرياته الانتخاب الطبيعي؟","داروين"
د,"ما هو العضو الذي يُعتبر مركز التحكم في الجهاز العصبي في جسم الإنسان؟","الدماغ"
د,"ما هو أغلى أنواع العطور العربية؟","دهن العود."
د,"ما الناقل العصبي الذي يلعب دورًا مهمًا في الشعور بالمكافأة والتحفيز في الدماغ؟","دوبامين"
د,"ما هو أقدم علم في العالم؟","الدنمارك"
د,"ما معنى كلمة “عَبرة” في اللغة العربية؟","دمعة"
د,"من هو قائد الجيش الثوري في ون بيس؟","دراجون"
د,"شخص من أهل البادية وظيفته مرافقة المسافرين والقوافل وإرشادهم إلى الطريق الصحيح","دليل"
د,"ما هو الطائر الذي يكنى بأبي اليقظان؟","الديك"
د,"ما اسم المركز العلمي الذي أسسه العباسيون في بغداد وكان منارة للترجمة والبحث العلمي؟","دار الحكمة"
د,"متجر لبيع الأشياء.","دكان"
د,"ما هو المصطلح الذي يشير إلى برنامج ضار ينسخ نفسه وينتشر عبر الشبكات؟","دودة الكمبيوتر"
د,"ما هي أول عملة في تاريخ الإسلام؟","دينار"
د,"ما هو اسم عبقور في النسخة اليابانية؟","دورايمون"
د,"ما الظاهرة الجوية التي تنشأ عند التقاء تيارات هوائية مختلفة السرعة والاتجاه فتشكِّل التفافًا دوّاميًا؟","دوامة"
د,"ماذا تسمى المرحلة التعليمية التي تشمل الماجستير والدكتوراه؟","دراسات عليا"
د,"اسم من أسماء السطل","الدلو"
د,"ما هو المصطلح الذي يطلق على صعوبات القراءة؟","ديسلكسيا"
د,"ما هو اسم صوت النحل؟","الدوي"
د,"من هو الصحابي الذي كان جبريل عليه السلام يتشكل أحيانًا في صورته أمام النبي محمد ﷺ؟","دحية الكلبي"
د,"يطلق على القادسية لقب فارس الخبر وعلى الاتفاق فارس ال...؟","الدهناء"
د,"ما هو نوع الحيوان الذي يمكنه النوم بينما إحدى عيونه مفتوحة؟","الدرفيل"
د,"نبي الله تعالى كان حسن الصوت وكانت الجبال والطيور تسبح بتسبيحه وهو والد نبي الله سليمان عليه السلام","داوود"
د,"ما الوصف الذي يُطلق على الشيء الذي لا ينقطع أو لا يتغير مع الزمن؟","دائم"
د,"ما الاسم الذي يُطلق على نظام الحكم الذي يقوم على مشاركة الشعب في اتخاذ القرار؟","ديموقراطية"
د,"ما هو العضو الذي يتحكم في التفكير والذاكرة؟","الدماغ"
د,"ماذا يطلق على الأسد القوي الشجاع؟","درغام"
د,"ما هو الحيوان الموجود في شعار نادي أتلتيكو مدريد الإسباني؟","دب"
د,"هو الشخص الذي يحل محل الممثل في مشاهد معينة، مثل مشاهد الحركات الخطرة وغيرها","الدوبلير"
د,"من هو مدرب مارسيليا؟","دي زربي"
د,"محافظة سعودية تتبع منطقة الرياض","الدلم"
د,"ما هو المكان الذي اجتمعت فيه قريش ليلة الهجرة للتآمر على الإسلام؟","دار الندوة"
د,"ما هي أقدم مدن العالم التي لا تزال مأهولة بالسكان؟","دمشق"
