الحرف,السؤال,الإجابة
ز,من هو أول قائد استشهد من القادة الثلاثة في معركة مؤتة؟,زيد بن حارثة (رضي الله عنه)
ز,ما اسم المعركة الّتي انتصر فيه جيوش السلطان يوسف بن تاشفين انتصارًا عظيمًا مما أنقذ الوجود الإسلامي في الأندلس؟,الزلاقة
ز,ما اسم عاصمة دولة كرواتيا الأوروبية؟,زغرب
ز,ما هي الحالة التي تتسم بالكبر والفخر والإعجاب بالنفس؟,زهو
ز,من هي إحدى زوجات النبي محمد ﷺ والتي نزل فيها أمر الله بزواج النبي صلى الله عليه وسلم منها؟,زينب بنت جحش
ز,ما الفن الذي يعتمد على التكرار الهندسي والنباتي للزينة، ويُستخدم بكثرة في العمارة الإسلامية؟,زخرفة
ز,من هو المدرب درب كل من فريقي الهلال والنصر خلال ثلاث سنوات؟,زوران ماميتش
ز,عنب مجفف غني بالطاقة والألياف والمعادن,زبيب
ز,نبات أشتهر قديمًا بعلاج سوء الهضم والغثيان ويتميز بنكهة لاذعة ويشتهر بشربه مع الشاي,زنجبيل
س,ما اسم المدينة التاريخية الواقعة في أوزبكستان والتي كانت مركزاً علمياً وثقافياً في العصور الإسلامية؟,سمرقند
س,ما اسم السحابة الكونية المكونة من غبار وغاز والتي تتشكل منها النجوم؟,سديم
س,وحدة عسكرية يقودها نقيب ولا يتجاوز عددها 100 جندي,السرية
س,ما اسم الجزيرة الّتي تدور بها أحداث لعبة تشابك Tangles (من تطوير أستديو سهم)؟,سيرين
س,ما مصطلح فن إدارة شؤون الدولة والمجتمع؟,سياسة
س,مادة غنية بالمغذيات تضاف إلى التربة لتحسين خصوبتها,سماد
س,من هو الصحابي الّذي اهتز لموته عرش الرحمن؟,سعد بن معاذ (رضي الله عنه)
س,من هو الصحابي الجليل الذي عرف بسرعته الفائقة حتى قيل إنه كان يسبق الخيل عدواً؟,سلمة بن الأكوع
س,ما المنصب الدبلوماسي الأعلى الذي يمثل دولته في دولة أخرى؟,سفير
س,ماذا يُطلق على الخليط الّذي يتكوّن من صهر معدنين أو أكثر معًا؟,سبيكة
س,قارئ خَدم كإمام وخطيب للمسجد الحرام لمدة 32 عامًا، عُرف خلالها بصوته المميز وأسلوبه الفريد في التلاوة,سعود الشريم
س,وحدة قياس للمسافات الشاسعة جدًا وتعادل 9.46 تريليون كيلومتر,سنة ضوئية
س,"من هو العالم النحوي الذي ألّف كتاب ""الكتاب"" ويُعد من مؤسسي علم النحو في اللغة العربية؟",سيبويه
س,من هو الصحابي الجليل الذي أشار بفكرة حفر الخندق يوم الأحزاب؟,سلمان الفارسي (رضي الله عنه)
س,ما هي عاصمة البوسنة والهرسك؟,سراييفو
س,ما المصطلح الذي يُستخدم لوصف أسلوب نقل الأحداث في الروايات أو القصص؟,سرد
س,نص مكتوب ومفصل يصور مشاهد واحداث وحوارات عمل فني أو يصف مساراً متوقعاً لأحداث مستقبلية,سيناريو
س,من هو اللاعب الوحيد الذي فاز بدوري الأبطال مع ثلاثة أندية مختلفة؟,سيدورف
س,مرض تبدأ أعراضه بعطش شديد، كثرة التبول، تعب، وفقدان وزن,السكري
س,ما ذا يسمى النوم العميق حيث لا يشعر فيه الإنسان بما حوله؟,سُبات
س,ما المقدار الفيزيائي الذي يقاس بوحدة متر في الثانية؟,السرعة
س,الظروف المحيطة بحدث معين والتي تحدد معناه الدقيق وتوضح مقصوده,سِياق
س,ما اسم المرض الذي ينتج عن انقسام الخلايا بشكل غير طبيعي وخارج عن السيطرة؟,سرطان
س,صحابي جليل، خطيب قريش، أسلم يوم الفتح وكان فصيحاً,سهيل بن عمرو (رضي الله عنه)
س,ممثل دولته لدى حكومة دولة أخرى وهو أعلى رتبة دبلوماسية معتمدة,السفير
س,ما اسم اللغة التي تُستخدم في عدد من دول شرق إفريقيا وتضم كلمات من أصول عربية؟,اللغة السواحلية
س,ما إسم أقدم حضارة معروفة في بلاد الرافدين؟,السومرية
س,صحابي جليل، عاش طويلاً حتى بعد المائة، وكان آخر من مات من الصحابة بالمدينة,سهل بن سعد (رضي الله عنه)
س,سيد الخزرج في الجاهلية والإسلام، وأحد النقباء الاثني عشر، وحامل راية الأنصار,سعد بن عبادة
س,ما اسم الجزء من النبات الذي يحمل الأوراق والأزهار ويدعمها؟,ساق
س,من أول من رمى سهمًا في سبيل الله؟,سعد بن أبي وقاص
س,ما العنصر الكيميائي الأساسي في صناعة الرقائق الإلكترونية؟,سيليكون
س,ما المبدأ الفلسفي الذي يربط بين السبب والنتيجة؟,سببية
س,ما اسم البيئة الطبيعية المنتشرة في أفريقيا والتي تتميز بأشجار متناثرة وأعشاب طويلة؟,سافانا
س,ما هي عاصمة دولة السويد؟,ستوكهولم
س,ما هو المصطلح الاقتصادي الذي يشير إلى القدرة على توفير الأموال بكلفة معقولة لمواجهة الالتزامات عند تحققها؟,سيولة
س,ما اسم المنفذ الحدودي الذي يربط بين السعودية وقطر؟,سلوى
س,ما مصطلح قدرة المكثف على تخزين الشحنة الكهربائية؟,سعة
س,من هو الصحابي الّذي وعده الرسول بسواري كسرى وقد تحقق له ذلك بعد سقوط كسرى؟,سراقة بن مالك
س,ما المؤلفة الموسيقية الضخمة التي تؤديها الأوركسترا الكاملة؟,سمفونية
س,ما هي الدولة التي تمتلك أكبر عدد من الجزر في العالم؟,السويد
س,صحابية جليلة وهي أول شهيدة بالاسلام، قتلها أبو جهل لثباتها على دينها,سمية بنت خياط (رضي الله عنها)
س,ما نوع التضاريس المنبسطة التي تتميز بارتفاع منخفض وتربة خصبة؟,سهول
س,ما اسم الاتحاد الذي ضم 15 جمهورية وانهار في عام 1991؟,الاتحاد السوفييتي
س,ما هو اللقب الذي كان يُطلق على حاكم الدولة العثمانية؟,سلطان
س,ما هي أعلى قمة جبلية في المملكة العربية السعودية؟,جبل السودة
س,ما هو مصدر التشريع الإسلامي الثاني بعد القرآن الكريم؟,السنة
س,ما هو المصطلح الذي يُستخدم لوصف تصرفات الإنسان وردود أفعاله في مواقف مختلفة؟,السلوك
س,ما اسم المملكة اليمنية القديمة التي حكمتها بلقيس وذُكرت في القرآن الكريم؟,سبأ
س,ماذا يسمى الكلام الي تتوافق نهايات الجمل في الحرف الأخير، مما يجعل الكلام يطرب الأذن ويزيد التركيز,السجع
س,ما اسم العبّارة المصرية الّتي غرقت في البحر الأحمر في عام 2006؟,عبارة السلام
س,نوع من الحرير الرقيق الناعم والفاخر وهو من أرقى وأجمل ثياب أهل الجنة...,السندس
س,مصطلح يطلق على الريح الحارة الجافة,سَموم
