letter,question,answer
ذ,"وحدة قياس طولية ذكرت في القرآن الكريم، وهو أيضًا جزء من الجسم","ذراع"
ذ,"ما العملية الذهنية التي تختص بتخزين المواقف والأحداث واستعادتها لاحقًا؟","ذاكرة"
ذ,"ما هو اسم السيف الشهير الذي كان يملكه الإمام علي بن أبي طالب رضي الله عنه؟","ذو الفقار"
ذ,"ما هي الحالة النفسية من الخضوع والانكسار التي تنتج عن الهزيمة؟","ذلة"
ذ,"ما اليوم الشهير في تاريخ العرب قبل الإسلام الذي انتصرت فيه بكر على الفرس؟","ذي قار"
ذ,"ما هو النوع من القدرات العقلية الذي يحتفظ بالمعلومات لفترات طويلة جدًا، قد تمتد لسنوات؟","ذاكرة طويلة المدى"
ذ,"من هو النبي الذي ورد ذكره في القرآن الكريم، ويُعتقد أنه أيوب أو حزقيال؟","ذو الكفل"
ذ,"ما هو المصطلح الذي يصف القدرة على تقدير وفهم الموسيقى، واختيار ما يفضله الشخص منها؟","ذوق موسيقي"
ذ,"ما هو الاسم الذي يطلق على أصغر جسيم من التراب؟","ذرة تراب"
ذ,"ما هو الشعور النفسي الشديد الذي يتميز بالخوف والقلق المفاجئ وغير المبرر؟","ذعر"
ذ,"ماهي صفة السماء التي ذكرها الله سبحانه وتعالى في القرآن الكريم عندما أقسم بها؟","ذات البروج"
ذ,"ما المفردة العربية التي تدلّ على الشيء المُخبَّأ لوقت الحاجة والاستعانة به؟","ذخر"
ذ,"ما هو الوصف اللوني الذي يشير إلى لون المعدن الثمين الذي يتميز ببريقه ولمعانه؟","ذهبية اللون"
ذ,"ما القيمة الأخلاقية التي تعني الوفاء بالعهد وحفظ الحقوق والأمانة؟","ذمة"
ذ,"قالوا: ""من أعجب برأيه ضل ومن استغنى بعقله...""؟","ذل."
ذ,"ما هي الميدالية التي تمنح للفائز بالمركز الأول في الألعاب الرياضية العالمية؟","ذهبية أولمبية"
ذ,"ما اسم السيف الّذي أهداه النبي صلى الله عليه وسلم لعلي بن أبي طالب رضي الله عنه؟","ذو الفقار"
ذ,"في أي شهر هجري يؤدي المسلمون فريضة الحج؟","ذو الحجة"
ذ,"ما هو الاسم الذي يُطلق على الحركة المتكررة ذهابًا وإيابًا أو صعودًا وهبوطًا حول نقطة معينة؟","ذبذبة"
ذ,"ما هو الشهر الحادي عشر في التقويم الهجري؟","ذو القعدة"
ذ,"أصغر جزء في المادة يتكون من نواة تدور حولها إلكترونات","ذرة"
ذ,"ما الحرف التاسع من حروف الهجاء في اللغة العربية؟","ذال"
ذ,"ما العملية العقلية التي يخزّن فيها الإنسان معلوماته ويسترجعها عند الحاجة؟","ذاكرة"
ذ,"ما الهلع المفاجئ الذي يصيب الإنسان عند حدوث خطر أو عند سماع خبر صادم؟","ذعر"
ذ,"ما الحشرة المنزلية المزعجة التي تهبط على الأطعمة والأواني وتنقل الميكروبات؟","ذباب"
ذ,"ما هو المرض المناعي المزمن الذي يمكن أن يؤثر على أجزاء مختلفة من الجسم، ويُعرف أيضًا بالحمى الذؤابية؟","ذئبة"
ذ,"ما هو المصطلح الاقتصادي الذي يُطلق على النفط لأهميته الاقتصادية؟","الذهب الأسود"
ذ,"ماذا يسمى الحيوان الذي تم تذكيته بالطريقة الشرعية؟","ذبيحة"
ذ,"ما هو اسم الجزء السفلي من الوجه الذي يقع أسفل الفم؟","ذقن"
ذ,"ماذا يسمى من لديه فصاحة اللسان وبلاغة الكلام؟","ذلق اللسان"
ذ,"ما هي الوجبة الخفيفة الشهيرة المصنوعة من حبوب نبات معين يتم طهيها على النار؟","ذرة مشوية"
ذ,"ما هو الجزء الممتد من نهاية جسم الحيوان، والذي قد يستخدم للتوازن أو التعبير؟","ذيل"
ذ,"أحد أسماء القرآن الكريم وُرد ذكره في سورة آل عمران","الذكر الحكيم"
ذ,"ما الشهر الثاني عشر من السنة الهجرية الذي يؤدي فيه المسلمون فريضة الحج؟","ذو الحجة"
ذ,"ما هو اسم سيف الصحابي عمر بن الخطاب رضي الله عنه؟","ذو الوشاح"
ذ,"ما هو نوع الذاكرة غير المتطايرة التي تستخدم لتخزين البيانات في الأجهزة الإلكترونية مثل الهواتف والكاميرات؟","ذاكرة فلاش"
ذ,"ما هو الحيوان المفترس الذي ينتمي إلى فصيلة الكلبيات ويتميز بلون فرائه الأبيض؟","ذئب أبيض"
ذ,"ما هو المعدن الثمين الذي يستخدم في صناعة المجوهرات ويتميز بلونه الفضي اللامع؟","ذهب أبيض"
ذ,"ما هو الجزء الأعلى والأكثر ارتفاعًا في الجبال؟","ذرى الجبال"
ذ,"مناسبة سنوية لإحياء حدث أو تاريخ مهم؟","ذكرى"
ذ,"ما هو الاضطراب النفسي الذي يتميز بفقدان الاتصال بالواقع؟","الذهان"
ذ,"ما هو الاسم الذي يُطلق على تسريحة الشعر التي تُجمع فيها خصلات الشعر الطويلة في مؤخرة الرأس؟","ذيل الحصان"
ذ,"ما هو الكائن الأسطوري أو الحيوان الذي يمتلك رأسين؟","ذو الرأسين"
ذ,"ما هي القدرة الحسية التي تمكن الإنسان من التمييز بين النكهات المختلفة للطعام والشراب؟","ذوق"
ذ,"ما هي الموجات التي تنتقل عبر وسط مادي وتُحدث إحساسًا بالسمع عند وصولها إلى الأذن؟","ذبذبات صوتية"
ذ,"ما هي الحالة التي تصيب النباتات وتجعلها تفقد نضارتها وحيويتها؟","ذبول"
ذ,"ما هو العنصر الكيميائي الذي رمزه “Au”؟","الذهب"
ذ,"وصف للشيء أو الشخص القبيح المكروه","ذميم"
ذ,"ما هو المصطلح الذي يصف أعلى مستوى من الأداء أو الإنجاز يمكن أن يصل إليه فرد أو فريق؟","ذروة الأداء"
ذ,"ما المصطلح الذي يُستخدم للدلالة على المسألة التي ظاهرها الإباحة ويتوصل بها إلى فعل المحظور؟","ذرائع"
ذ,"ما هو المصطلح المحاسبي للمبالغ المستحقة للشركة لدى الغير؟","ذمم مدينة"
ذ,"ما الجزء الذي يوجد في جسم بعض الحيوانات ويستخدم للتوازن أو الدفاع؟","ذيل"
ذ,"ما هي الجسيمات المجهرية التي تتكون من مواد مختلفة وتنتشر في الفضاء بين النجوم؟","ذرات الغبار الكوني"
ذ,"ما اللفظ العربي الذي يدل على الغبار الدقيق المتطاير في الهواء؟","ذر"
ذ,"ما الحيوان المفترس الذي يُلقَّب بأبي جعدة في التراث العربي؟","ذئب"
ذ,"حشرة ترى العالم ببطئ شديد وتمتاز بقدرة بصرية مذهلة وتتذوق الطعام بأرجلها","الذباب"
ذ,"ما الكلمة العربية التي تُطلَق على جوهر الإنسان وحقيقته الداخلية؟","ذات"
ذ,"ما هي القدرة العقلية التي تمكن الإنسان من الفهم والتحليل وحل المشكلات؟","ذكاء"
ذ,"ما هو الاسم الذي يطلق على الأحداث أو التجارب التي يتم تخزينها في العقل ويمكن استرجاعها؟","ذكريات"
ذ,"ما هو المصطلح الإسلامي الذي يُطلق على غير المسلمين الذين يعيشون في كنف الدولة الإسلامية؟","ذمّي"
ذ,"مصطلح علمي يطلق على الاهتزاز المتكرر ذهابًا وإيابًا حول نقطة توازن","ذبذبة"
ذ,"عبادة تقوم على تسبيح الله وتحميده وترديد أسمائه","الذِكر"
ذ,"ما هو الاهتزاز المنتظم الذي ينتج صوتًا ويستخدم في تكوين الألحان الموسيقية؟","ذبذبة موسيقية"
ذ,"ماذا يقال عن الدابة المروضة المطيعة سهلة الإنقياد والركوب والعمل","ذلول"
ذ,"مرادف لأنتشر الخبر ؟","ذاع"
ذ,"ما هو النوع من النباتات الذي يتميز بحلاوة حبوبه ويستخدم في العديد من الأطباق؟","ذرة حلوة"
ذ,"ما هي الذرة التي تُعد أساسية لعملية التنفس وتُشكل جزءًا كبيرًا من الماء والهواء؟","ذرة الأكسجين"
ذ,"مجموعة السلوكيات والآداب والقيم التي يتعين على الأفراد الالتزام بها في الأماكن العامة","الذوق العام"
ذ,"ما اسم المعركة الشهيرة التي انتصر فيها العرب على الفرس قبل الإسلام؟","ذي قار"
